,incident_month,incident_week,incident_weekday,weekend,part_of_the_day,incident_district,incident_division,precip,visibility,heatindex,season,male_population,female_population,total_population,gender_ration,average_household_size,density_per_kmsq,literacy_rate,religious_institution,playground,park,police_station,school,college,crime
1925,10.0,41,monday,0,night,netrokona,mymensingh,0.2,10,31,rainy,90576,89873,180449,101,4.77,820.0,37.6,441,123,0,2,18,3,murder
1926,,19,monday,0,night,barisal,barisal,1.2,10,39,hot,97732,101007,198739,97,4.49,1625.0,69.3,605,42,3,1,44,10,murder
1927,4.0,16,sunday,0,night,barisal,barisal,0.0,10,34,hot,97732,101007,198739,97,4.49,1625.0,69.3,605,42,3,1,44,10,murder
1928,3.0,11,tuesday,0,noon,barisal,barisal,0.0,10,31,hot,97732,101007,198739,97,4.49,1625.0,69.3,605,42,3,1,44,10,murder
1929,5.0,21,friday,1,morning,barisal,barisal,0.0,10,38,hot,97732,101007,198739,97,4.49,1625.0,69.3,605,42,3,1,44,10,murder
1930,3.0,11,tuesday,0,noon,barisal,barisal,0.0,10,31,hot,97732,101007,198739,97,4.49,1625.0,69.3,605,42,3,1,44,10,murder
1931,5.0,21,sunday,0,night,moulvibazar,  sylhet ,2.1,9,33,hot,124377,133243,257620,93,5.83,574.0,52.4,632,0,0,1,28,4,murder
1932,6.0,23,tuesday,0,night,moulvibazar,sylhet,3.9,10,33,rainy,124377,133243,257620,93,5.83,574.0,52.4,632,0,0,1,28,4,murder
1933,10.0,40,saturday,1,morning,tangail,dhaka,1.5,10,34,rainy,75283,84587,159870,89,4.14,1013.0,50.4,389,5,0,1,24,3,murder
1934,,1,tuesday,0,night,tangail,dhaka,0.0,10,24,winter,75283,84587,159870,89,4.14,1013.0,50.4,389,5,0,1,24,3,murder
1935,12.0,49,thursday,0,night,tangail,dhaka,0.0,10,25,winter,75283,84587,159870,89,4.14,1013.0,50.4,389,5,0,1,24,3,murder
1936,3.0,11,monday,0,night,patuakhali,barisal,0.0,10,30,hot,144545,159739,304284,90,4.5,625.0,57.1,1522,44,0,3,61,9,murder
1937,10.0,42,saturday,1,night,patuakhali,bArisAl,0.1,10,34,rainy,144545,159739,304284,90,4.5,625.0,57.1,1522,44,0,3,61,9,murder
1938,6.0,25,wednesday,0,morning,sylhet,sylhet,15.2,9,33,rainy,123939,129677,253616,96,6.0,1001.0,59.7,469,15,0,2,40,4,murder
1939,3.0,12,saturday,1,evening,noakhali,chattogram,3.2,10,32,hot,261713,287595,549308,91,5.37,2304.0,59.3,1412,47,0,2,47,2,murder
1940,3.0,13,wednesday,0,afternoon,noakhali,chattogram,7.9,10,33,hot,261713,287595,549308,91,5.37,2304.0,59.3,1412,47,0,2,47,2,murder
1941,3.0,13,wednesday,0,afternoon,noakhali,chattogram,7.9,10,33,hot,261713,287595,549308,91,5.37,2304.0,59.3,1412,47,0,2,47,2,murder
1942,9.0,37,thursday,0,night,noakhali,Chattogram,7.5,10,35,rainy,261713,287595,549308,91,5.37,2304.0,59.3,1412,47,0,2,47,2,murder
1943,3.0,10,saturday,1,morning,noakhali,chattogram,0.0,10,30,hot,261713,287595,549308,91,5.37,2304.0,59.3,1412,47,0,2,47,2,murder
1944,3.0,12,tuesday,0,morning,rangamati,CHATTOGRAM,0.7,10,27,hot,15174,13351,28525,114,4.66,38.0,32.8,21,1,0,2,1,0,murder
1945,9.0,37,friday,1,night,sirajganj,rajshahi,23.2,8,33,rainy,179877,172958,352835,104,4.72,2221.0,45.7,608,0,0,1,28,6,murder
1946,11.0,46,tuesday,0,night,sirajganj,rajshahi,0.0,10,28,winter,179877,172958,352835,104,4.72,2221.0,45.7,608,0,0,1,28,6,murder
1947,7.0,27,wednesday,0,night,pabna,rajshahi,23.1,8,33,rainy,128397,128396,256793,100,4.47,1055.0,41.2,251,0,0,4,19,5,murder
1948,5.0,21,monday,0,night,pabna,rajshahi,3.5,10,37,hot,128397,128396,256793,100,4.47,1055.0,41.2,251,0,0,4,19,5,murder
1949,7.0,27,wednesday,0,night,pabna,rajshahi,23.1,8,33,rainy,128397,128396,256793,100,4.47,1055.0,41.2,251,0,0,4,19,5,murder
1950,7.0,27,wednesday,0,night,pabna,rajshahi,23.1,8,33,rainy,128397,128396,256793,100,4.47,1055.0,41.2,251,0,0,4,19,5,murder
1951,2.0,5,sunday,0,night,pabna,rajshahi,0.0,10,26,winter,128397,128396,256793,100,4.47,1055.0,41.2,251,0,0,4,19,5,murder
1952,5.0,21,tuesday,0,night,pabna,rajshahi,3.0,10,38,hot,128397,128396,256793,100,4.47,1055.0,41.2,251,0,0,4,19,5,murder
1953,8.0,33,friday,1,afternoon,pabna,rajshahi,29.1,8,36,rainy,128397,128396,256793,100,4.47,1055.0,41.2,251,0,0,4,19,5,murder
1954,,28,monday,0,,,dhaka,31.0,8,35,rainy,146929,151390,298309,97,5.01,2141.0,,391,12,1,5,20,5,murder
1955,5.0,19,thursday,0,night,kishoreganj,dhaka,1.8,10,38,hot,146929,151390,298309,97,5.01,2141.0,42.7,391,12,1,5,20,5,murder
1956,5.0,22,thursday,0,night,kishoreganj,dhaka,9.1,9,39,hot,146929,151390,298309,97,5.01,2141.0,42.7,391,12,1,5,20,5,murder
1957,5.0,22,friday,1,night,kishoreganj,  dhaka ,21.9,9,38,hot,146929,151390,298309,97,5.01,2141.0,42.7,391,12,1,5,20,5,murder
1958,6.0,22,thursday,0,night,mymensingh,mymensingh,23.8,8,36,rainy,217291,213029,430320,102,3.95,969.0,49.1,922,11,2,2,56,3,murder
1959,3.0,12,saturday,1,night,mymensingh,mymensingh,0.2,10,31,hot,217291,213029,430320,102,3.95,969.0,49.1,922,11,2,2,56,3,murder
1960,2.0,6,tuesday,0,morning,mymensingh,mymensingh,1.6,10,25,winter,217291,213029,430320,102,3.95,969.0,49.1,922,11,2,2,56,3,murder
1961,,37,thursday,0,night,,mymensingh,16.4,9,34,rainy,217291,213029,430320,102,3.95,969.0,,922,11,2,2,56,3,murder
1962,2.0,5,friday,1,night,mymensingh,mymensingh,0.0,10,23,winter,217291,213029,430320,102,3.95,969.0,49.1,922,11,2,2,56,3,murder
1963,12.0,50,wednesday,0,night,mymensingh,mymensingh,0.0,10,25,winter,217291,213029,430320,102,3.95,969.0,49.1,922,11,2,2,56,3,murder
1964,5.0,18,wednesday,0,night,mymensingh,mymensingh,7.1,10,32,hot,217291,213029,430320,102,3.95,969.0,49.1,922,11,2,2,56,3,murder
1965,3.0,10,monday,0,morning,mymensingh,mymensingh,1.0,10,29,hot,217291,213029,430320,102,3.95,969.0,49.1,922,11,2,2,56,3,murder
1966,3.0,11,monday,0,night,mymensingh,mymensingh,0.2,10,27,hot,217291,213029,430320,102,3.95,969.0,49.1,922,11,2,2,56,3,murder
1967,10.0,41,friday,1,night,pirojpur,barisal,3.9,10,32,rainy,72308,75851,148159,95,4.29,906.0,67.7,877,15,0,1,37,3,murder
1968,3.0,10,monday,0,night,pirojpur,barisal,0.0,9,31,hot,72308,75851,148159,95,4.29,906.0,67.7,877,15,0,1,37,3,murder
1969,2.0,6,saturday,1,night,pirojpur,barisal,0.0,10,27,winter,72308,75851,148159,95,4.29,906.0,67.7,877,15,0,1,37,3,murder
1970,6.0,25,monday,0,night,faridpur,dhaka,0.5,10,41,rainy,125324,133708,259032,94,4.52,1203.0,47.0,565,11,0,2,27,3,murder
1971,2.0,5,saturday,1,afternoon,faridpur,dhaka,0.0,10,27,winter,125324,133708,259032,94,4.52,1203.0,47.0,565,11,0,2,27,3,murder
1972,12.0,49,sunday,0,evening,faridpur,dhaka,0.0,10,26,winter,125324,133708,259032,94,4.52,1203.0,47.0,565,11,0,2,27,3,murder
1973,12.0,49,wednesday,0,evening,faridpur,DHAKA,0.0,10,26,winter,125324,133708,259032,94,4.52,1203.0,47.0,565,11,0,2,27,3,murder
1974,6.0,24,monday,0,morning,pabna,rajshahi,0.0,10,39,rainy,61904,62529,124433,99,4.3,899.0,44.0,308,0,0,1,17,2,murder
1975,8.0,34,saturday,1,night,pabna,rajshahi,14.9,9,32,rainy,61904,62529,124433,99,4.3,899.0,44.0,308,0,0,1,17,2,murder
1976,6.0,24,tuesday,0,morning,pabna,rajshahi,0.0,10,40,rainy,61904,62529,124433,99,4.3,899.0,44.0,308,0,0,1,17,2,murder
1977,5.0,19,wednesday,0,night,kushtia,khulna,2.1,10,39,hot,102965,105065,208030,98,4.2,1302.0,48.7,203,7,0,2,29,4,murder
1978,,38,wednesday,0,night,kushtia,khulna,5.9,10,37,rainy,102965,105065,208030,98,4.2,1302.0,48.7,203,7,0,2,29,4,murder
1979,7.0,28,monday,0,night,kushtia,khulna,10.3,10,37,rainy,102965,105065,208030,98,4.2,1302.0,48.7,203,7,0,2,29,4,murder
1980,7.0,28,monday,0,noon,chapainawabganj,rajshahi,18.0,8,35,rainy,51035,52266,103301,98,4.22,836.0,47.2,263,1,0,1,16,4,murder
1981,1.0,4,friday,1,night,tangail,dhaka,0.0,10,25,winter,92020,97893,189913,94,4.08,844.0,43.8,426,11,1,2,28,6,murder
1982,9.0,37,tuesday,0,morning,brahmanbaria,chattogram,20.2,7,33,rainy,254305,267689,521994,95,5.28,1163.0,48.2,257,0,0,4,25,1,murder
1983,7.0,29,monday,0,night,brahmanbaria,chattogram,1.6,10,34,rainy,254305,267689,521994,95,5.28,1163.0,48.2,257,0,0,4,25,1,murder
1984,4.0,16,sunday,0,night,brahmanbaria,chattogram,43.8,8,34,hot,254305,267689,521994,95,5.28,1163.0,48.2,257,0,0,4,25,1,murder
1985,4.0,14,tuesday,0,afternoon,dinajpur,rangpur,3.0,10,34,hot,86393,84414,170806,102,4.02,802.0,51.6,384,75,0,1,42,5,murder
1986,5.0,19,sunday,0,afternoon,dinajpur,rangpur,17.4,9,38,hot,86393,84414,170806,102,4.02,802.0,51.6,384,75,0,1,42,5,murder
1987,6.0,26,saturday,1,morning,dinajpur,  rangpur ,9.3,9,38,rainy,86393,84414,170806,102,4.02,802.0,51.6,384,75,0,1,42,5,murder
1988,7.0,26,saturday,1,afternoon,dinajpur,rangpur,22.8,9,37,rainy,159612,157641,317253,101,4.27,768.0,48.1,892,24,1,1,71,7,murder
1989,4.0,16,tuesday,0,afternoon,dinajpur,RANGPUR,1.3,10,33,hot,159612,157641,317253,101,4.27,768.0,48.1,892,24,1,1,71,7,murder
1990,5.0,22,thursday,0,noon,dinajpur,rangpur,15.9,9,35,hot,159612,157641,317253,101,4.27,768.0,48.1,892,24,1,1,71,7,murder
1991,5.0,22,thursday,0,noon,dinajpur,rangpur,15.9,9,35,hot,159612,157641,317253,101,4.27,768.0,48.1,892,24,1,1,71,7,murder
1992,,11,wednesday,0,evening,dinajpur,rangpur,0.0,10,29,hot,130160,127765,257925,102,4.19,729.0,47.3,847,22,0,3,47,8,murder
1993,1.0,3,wednesday,0,morning,sylhet,sylhet,0.0,10,23,winter,115763,116810,232573,99,6.1,1091.0,46.9,643,4,0,1,29,3,murder
1994,5.0,21,wednesday,0,night,sylhet,sylhet,3.1,10,40,hot,115763,116810,232573,99,6.1,1091.0,46.9,643,4,0,1,29,3,murder
1995,2.0,5,friday,1,morning,sylhet,sylhet,0.0,10,22,winter,115763,116810,232573,99,6.1,1091.0,46.9,643,4,0,1,29,3,murder
1996,9.0,38,wednesday,0,morning,faridpur,dhaka,15.2,9,34,rainy,126428,130230,256658,97,4.54,945.0,47.3,915,30,0,3,27,4,murder
1997,8.0,35,tuesday,0,morning,faridpur,dhaka,12.5,9,37,rainy,126428,130230,256658,97,4.54,945.0,47.3,915,30,0,3,27,4,murder
1998,4.0,14,tuesday,0,morning,faridpur,dhaka,0.0,10,32,hot,126428,130230,256658,97,4.54,945.0,47.3,915,30,0,3,27,4,murder
1999,6.0,23,tuesday,0,night,dinajpur,rangpur,19.9,8,38,rainy,80428,79621,160049,101,4.07,712.0,52.6,547,27,0,1,50,6,murder
2000,10.0,40,saturday,1,night,dinajpur,rangpur,1.3,10,31,rainy,80428,79621,160049,101,4.07,712.0,52.6,547,27,0,1,50,6,murder
2001,10.0,42,tuesday,0,night,panchagarh,rangpur,0.0,10,28,rainy,116555,115569,232124,101,4.14,664.0,51.8,650,22,1,1,81,5,murder
2002,12.0,49,sunday,0,night,bogura,  rajshahi ,0.0,10,25,winter,288181,266833,555014,108,4.04,3143.0,65.7,1164,23,4,7,56,9,murder
2003,5.0,18,thursday,0,night,bogura,rajshahi,24.4,8,34,hot,288181,266833,555014,108,4.04,3143.0,65.7,1164,23,4,7,56,9,murder
2004,,8,wednesday,0,noon,bogura,RaJshAhi,0.0,10,26,winter,288181,266833,555014,108,4.04,3143.0,65.7,1164,23,4,7,56,9,murder
2005,1.0,3,wednesday,0,night,bogura,rajshahi,0.0,10,23,winter,288181,266833,555014,108,4.04,3143.0,65.7,1164,23,4,7,56,9,murder
2006,10.0,44,monday,0,night,bogura,rajshahi,0.0,10,26,rainy,288181,266833,555014,108,4.04,3143.0,65.7,1164,23,4,7,56,9,murder
2007,4.0,15,sunday,0,night,bogura,rajshahi,4.6,10,36,hot,288181,266833,555014,108,4.04,3143.0,65.7,1164,23,4,7,56,9,murder
2008,1.0,3,saturday,1,night,jamalpur,mymensingh,0.0,10,22,winter,107718,111212,218930,97,4.19,919.0,33.1,557,45,1,2,29,2,murder
2009,10.0,42,thursday,0,morning,jamalpur,mymensingh,0.2,10,27,rainy,107718,111212,218930,97,4.19,919.0,33.1,557,45,1,2,29,2,murder
2010,4.0,15,friday,1,afternoon,jamalpur,mymensingh,0.3,10,30,hot,107718,111212,218930,97,4.19,919.0,33.1,557,45,1,2,29,2,murder
2011,4.0,14,friday,1,night,jamalpur,mymensingh,0.0,10,28,hot,107718,111212,218930,97,4.19,919.0,33.1,557,45,1,2,29,2,murder
2012,1.0,3,friday,1,night,jamalpur,mymensingh,0.0,10,23,winter,107718,111212,218930,97,4.19,919.0,33.1,557,45,1,2,29,2,murder
2013,2.0,5,sunday,0,night,khulna,khulna,0.0,10,27,winter,86696,84995,171691,102,4.16,691.0,54.9,434,30,0,4,26,7,murder
2014,1.0,3,monday,0,morning,brahmanbaria,chattogram,0.0,10,23,winter,89415,91239,180654,98,5.4,1420.0,53.4,326,12,2,2,23,4,murder
2015,6.0,25,wednesday,0,morning,brahmanbaria,chattogram,1.8,10,41,rainy,89415,91239,180654,98,5.4,1420.0,53.4,326,12,2,2,23,4,murder
2016,6.0,25,friday,1,morning,brahmanbaria,chattogram,25.0,8,37,rainy,89415,91239,180654,98,5.4,1420.0,53.4,326,12,2,2,23,4,murder
2017,6.0,25,wednesday,0,morning,brahmanbaria,CHATTOGRAM,1.8,10,41,rainy,89415,91239,180654,98,5.4,1420.0,53.4,326,12,2,2,23,4,murder
2018,5.0,22,tuesday,0,morning,brahmanbaria,Chattogram,2.5,10,37,hot,89415,91239,180654,98,5.4,1.0903148741055865e+56,53.4,326,12,2,2,23,4,murder
2019,3.0,13,tuesday,0,morning,brahmanbaria,chattogram,6.5,10,31,hot,89415,91239,180654,98,5.4,1420.0,53.4,326,12,2,2,23,4,murder
2020,6.0,23,saturday,1,night,comilla,chattogram,15.9,9,37,rainy,97523,107168,204691,91,5.36,1593.0,54.7,328,45,0,2,28,10,murder
2021,9.0,36,saturday,1,night,comilla,chattogram,6.7,8,33,rainy,97523,107168,204691,91,5.36,1593.0,54.7,328,45,0,2,28,10,murder
2022,2.0,5,friday,1,night,comilla,chattogram,0.0,10,22,winter,165919,184354,350273,90,5.01,1742.0,51.0,674,20,0,1,27,3,murder
2023,6.0,25,sunday,0,night,chapainawabganj,rajshahi,0.0,10,38,rainy,254629,275963,530592,92,4.68,1174.0,46.3,1518,2,2,2,67,12,murder
2024,,6,saturday,1,afternoon,chapainawabganj,rajshahi,0.0,10,25,winter,254629,275963,530592,92,4.68,1174.0,46.3,1518,2,2,2,67,12,murder
2025,1.0,3,monday,0,night,chapainawabganj,RAJSHAHI,0.0,10,21,winter,254629,275963,530592,92,4.68,1174.0,46.3,1518,2,2,2,67,12,murder
2026,7.0,30,wednesday,0,morning,chapainawabganj,rajshahi,43.4,7,32,rainy,254629,275963,530592,92,4.68,1174.0,46.3,1518,2,2,2,67,12,murder
2027,4.0,17,tuesday,0,night,chapainawabganj,rajshahi,1.1,10,34,hot,254629,275963,530592,92,4.68,1174.0,46.3,1518,2,2,2,67,12,murder
2028,5.0,21,tuesday,0,night,chapainawabganj,RaJShahi,1.1,10,41,hot,254629,275963,530592,92,4.68,1174.0,46.3,1518,2,2,2,67,12,murder
2029,4.0,14,tuesday,0,night,chapainawabganj,rajshahi,3.4,10,32,hot,254629,275963,530592,92,4.68,1174.0,46.3,1518,2,2,2,67,12,murder
2030,4.0,15,tuesday,0,night,faridpur,dhaka,6.3,10,33,hot,30357,33120,63477,92,4.43,410.0,40.5,320,15,1,1,14,0,murder
2031,5.0,22,monday,0,night,faridpur,dhaka,6.8,9,39,hot,30357,33120,63477,92,4.43,410.0,40.5,320,15,1,1,14,0,murder
2032,4.0,13,sunday,0,night,bhola,barisal,0.0,10,34,hot,228693,227744,456437,100,4.82,413.0,43.5,957,7,0,3,76,8,murder
2033,3.0,11,monday,0,morning,pabna,rajshahi,0.0,10,28,hot,144830,146291,291121,99,4.14,939.0,45.6,519,0,0,2,34,7,murder
2034,,10,tuesday,0,morning,pabna,rajshahi,0.0,10,28,hot,144830,146291,291121,99,4.14,939.0,45.6,519,0,0,2,34,7,murder
2035,1.0,1,friday,1,night,comilla,Chattogram,0.0,10,22,winter,207666,235982,443648,88,5.04,1640.0,56.9,1085,82,0,2,55,5,murder
2036,1.0,4,thursday,0,night,sunamganj,sylhet,0.0,10,25,winter,197952,199690,397642,99,5.93,903.0,38.6,713,3,0,2,38,4,murder
2037,2.0,6,wednesday,0,night,kurigram,rangpur,0.0,10,25,winter,59414,63427,122841,94,3.96,546.0,39.7,236,105,1,2,17,6,murder
2038,9.0,36,wednesday,0,morning,dinajpur,rangpur,1.8,10,38,rainy,146619,145881,292500,101,4.26,935.0,52.9,900,12,0,2,59,11,murder
2039,9.0,36,wednesday,0,morning,dinajpur,Rangpur,1.8,10,38,rainy,146619,145881,292500,101,4.26,935.0,52.9,900,12,0,2,59,11,murder
2040,7.0,28,saturday,1,night,dinajpur,RANGPUR,0.4,10,38,rainy,146619,145881,292500,101,4.26,935.0,52.9,900,12,0,2,59,11,murder
2041,1.0,5,monday,0,afternoon,dinajpur,rangpur,0.0,10,22,winter,146619,145881,292500,101,4.26,935.0,52.9,900,12,0,2,59,11,murder
2042,,39,monday,0,night,,khulna,6.6,9,38,rainy,115907,115463,231370,100,4.1,859.0,,483,94,0,2,47,10,murder
2043,12.0,52,wednesday,0,morning,jashore,khulna,0.0,10,21,winter,115907,115463,231370,100,4.1,859.0,53.7,483,94,0,2,47,10,murder
2044,4.0,15,tuesday,0,morning,jashore,khulna,0.0,10,38,hot,115907,115463,231370,100,4.1,859.0,53.7,483,94,0,2,47,10,murder
2045,2.0,7,sunday,0,morning,jashore,khulna,0.2,10,24,winter,115907,115463,231370,100,4.1,859.0,53.7,483,94,0,2,47,10,murder
2046,9.0,37,saturday,1,night,jashore,khulna,0.6,10,37,rainy,115907,115463,231370,100,4.1,859.0,53.7,483,94,0,2,47,10,murder
2047,1.0,3,saturday,1,morning,habiganj,sylhet,0.0,10,21,winter,147108,155002,302110,95,4.94,610.0,40.8,1000,0,1,1,23,1,murder
2048,10.0,41,wednesday,0,afternoon,habiganj,sylhet,0.4,10,30,rainy,147108,155002,302110,95,4.94,610.0,40.8,1000,0,1,1,23,1,murder
2049,10.0,41,wednesday,0,afternoon,habiganj,sylhet,0.4,10,30,rainy,147108,155002,302110,95,4.94,610.0,40.8,1000,0,1,1,23,1,murder
2050,3.0,9,thursday,0,morning,habiganj,sylhet,0.0,10,26,hot,147108,155002,302110,95,4.94,610.0,40.8,1000,0,1,1,23,1,murder
2051,10.0,41,wednesday,0,afternoon,habiganj,sylhet,0.4,10,30,rainy,147108,155002,302110,95,4.94,610.0,40.8,1000,0,1,1,23,1,murder
2052,7.0,27,monday,0,night,habiganj,sylhet,12.2,9,37,rainy,147108,155002,302110,95,4.94,610.0,40.8,1000,0,1,1,23,1,murder
2053,,31,thursday,0,morning,,chattogram,43.1,6,32,rainy,208217,219174,427391,95,4.95,2035.0,,690,12,3,5,12,8,murder
2054,2.0,7,tuesday,0,night,comilla,chattogram,0.0,10,28,winter,208217,219174,427391,95,4.95,2035.0,55.4,690,12,3,5,12,8,murder
2055,5.0,18,saturday,1,night,comilla,chattogram,0.0,10,35,hot,208217,219174,427391,95,4.95,2035.0,55.4,690,12,3,5,12,8,murder
2056,6.0,23,sunday,0,night,comilla,chattogram,24.4,7,34,rainy,208217,219174,427391,95,4.95,2.7078700135803013e+24,55.4,690,12,3,5,12,8,murder
2057,5.0,20,monday,0,night,comilla,  chattogram ,0.2,10,38,hot,208217,219174,427391,95,4.95,2035.0,55.4,690,12,3,5,12,8,murder
2058,5.0,19,tuesday,0,night,comilla,chattogram,0.0,10,38,hot,208217,219174,427391,95,4.95,2035.0,55.4,690,12,3,5,12,8,murder
2059,11.0,48,monday,0,night,comilla,chattogram,0.0,10,27,winter,208217,219174,427391,95,4.95,2035.0,55.4,690,12,3,5,12,8,murder
2060,4.0,16,sunday,0,night,comilla,chattogram,0.0,10,32,hot,208217,219174,427391,95,4.95,2035.0,55.4,690,12,3,5,12,8,murder
2061,10.0,42,saturday,1,night,comilla,chattogram,0.4,10,34,rainy,208217,219174,427391,95,4.95,2035.0,55.4,690,12,3,5,12,8,murder
2062,8.0,34,tuesday,0,evening,comilla,chattogram,2.5,8,35,rainy,208217,219174,427391,95,4.95,2035.0,55.4,690,12,3,5,12,8,murder
2063,,14,wednesday,0,morning,comilla,chattogram,0.5,10,32,hot,208217,219174,427391,95,4.95,2035.0,55.4,690,12,3,5,12,8,murder
2064,1.0,3,thursday,0,night,sylhet,sylhet,0.0,10,23,winter,89649,84380,174029,106,6.1,586.0,28.8,311,9,0,1,1,1,murder
2065,3.0,9,sunday,0,morning,sylhet,sylhet,0.2,10,27,hot,89649,84380,174029,106,6.1,586.0,28.8,311,9,0,1,1,1,murder
2066,1.0,2,monday,0,evening,sylhet,sylhet,0.0,10,24,winter,89649,84380,174029,106,6.1,586.0,28.8,311,9,0,1,1,1,murder
2067,1.0,3,wednesday,0,night,sylhet,sylhet,0.0,10,24,winter,89649,84380,174029,106,6.1,586.0,28.8,311,9,0,1,1,1,murder
2068,4.0,15,monday,0,night,coxsbazar,chattogram,0.0,10,31,hot,241637,217445,459082,111,5.3,2011.0,49.2,468,1,1,3,38,4,murder
2069,4.0,17,tuesday,0,night,feni,chattogram,4.3,10,38,hot,118752,135650,254402,88,5.15,1795.0,58.8,260,51,0,1,26,1,murder
2070,3.0,10,tuesday,0,night,sylhet,sylhet,0.2,10,28,hot,126315,127073,253388,99,5.9,1350.0,56.0,501,23,1,2,24,4,murder
2071,8.0,34,friday,1,night,chuadanga,khulna,10.5,9,35,rainy,145509,144068,289577,101,4.1,928.0,44.2,371,10,0,12,27,2,murder
2072,9.0,38,wednesday,0,night,patuakhali,barisal,1.9,10,39,rainy,60241,63147,123388,95,4.3,351.0,48.7,628,2,1,1,26,3,murder
2073,3.0,11,monday,0,morning,comilla,chattogram,0.0,10,30,hot,169545,180365,349910,94,5.04,1111.0,50.7,805,17,0,4,28,4,murder
2074,5.0,19,wednesday,0,night,kushtia,khulna,0.0,10,41,hot,236657,236656,473313,100,3.93,974.0,41.3,1010,123,0,6,83,15,murder
2075,3.0,12,friday,1,night,kushtia,khulna,0.3,10,32,hot,236657,236656,473313,100,3.93,974.0,41.3,1010,123,0,6,83,15,murder
2076,1.0,3,tuesday,0,night,kushtia,khulna,0.0,10,23,winter,236657,236656,473313,100,3.93,974.0,41.3,1010,123,0,6,83,15,murder
2077,2.0,7,sunday,0,night,kushtia,khulna,0.0,10,26,winter,236657,236656,473313,100,3.93,974.0,41.3,1010,123,0,6,83,15,murder
2078,1.0,1,friday,1,night,comilla,chattogram,0.0,10,22,winter,204325,227027,431352,90,5.19,1807.0,58.8,782,47,2,1,42,9,murder
2079,8.0,35,monday,0,night,comilla,chattogram,1.8,10,35,rainy,204325,227027,431352,90,5.19,1807.0,58.8,782,47,2,1,42,9,murder
2080,2.0,8,tuesday,0,evening,panchagarh,rangpur,0.0,10,25,winter,113120,111589,224709,101,4.28,727.0,47.7,773,27,1,1,54,7,murder
2081,11.0,46,saturday,1,noon,panchagarh,RANGPUR,0.0,10,24,winter,113120,111589,224709,101,4.28,727.0,47.7,773,27,1,1,54,7,murder
2082,1.0,3,wednesday,0,night,tangail,dhaka,0.0,10,22,winter,100434,106844,207278,94,4.29,1123.0,51.6,415,1,0,1,26,4,murder
2083,5.0,22,tuesday,0,night,tangail,dhaka,7.4,9,38,hot,100434,106844,207278,94,4.29,1123.0,51.6,415,1,0,1,26,4,murder
2084,2.0,7,thursday,0,morning,sunamganj,SYLHET,0.0,10,24,winter,122636,121054,243690,101,5.4,579.0,37.1,457,2,0,1,22,3,murder
2085,8.0,35,monday,0,night,sunamganj,sylhet,3.9,10,38,rainy,122636,121054,243690,101,5.4,579.0,37.1,457,2,0,1,22,3,murder
2086,3.0,13,wednesday,0,night,jamalpur,mymensingh,0.0,10,29,hot,126623,131510,258133,96,4.25,965.0,32.5,619,16,0,0,29,4,murder
2087,7.0,30,wednesday,0,night,jamalpur,mymensingh,30.4,7,34,rainy,126623,131510,258133,96,4.25,965.0,32.5,619,16,0,0,29,4,murder
2088,11.0,48,friday,1,night,jamalpur,mymensingh,0.0,10,27,winter,126623,131510,258133,96,4.25,965.0,32.5,619,16,0,0,29,4,murder
2089,12.0,52,saturday,1,morning,sunamganj,sylhet,0.0,10,20,winter,122300,121164,243464,203,5.08,888.0,29.2,215,7,1,2,17,3,murder
2090,6.0,24,thursday,0,night,bogura,rajshahi,15.5,9,37,rainy,143219,149185,292404,96,3.9,1180.0,35.6,552,7,0,1,42,9,murder
2091,6.0,23,tuesday,0,night,bogura,rajshahi,13.8,9,39,rainy,143219,149185,292404,96,3.9,1180.0,35.6,552,7,0,1,42,9,murder
2092,9.0,35,sunday,0,evening,bogura,rajshahi,0.2,10,40,rainy,143219,149185,292404,96,3.9,1180.0,35.6,552,7,0,1,42,9,murder
2093,7.0,31,monday,0,noon,khagrachhari,chattogram,32.9,8,34,rainy,52957,50435,103392,105,4.55,149.0,46.2,140,12,0,3,11,1,murder
2094,,30,saturday,1,noon,khagrachhari,chattogram,23.0,9,32,rainy,52957,50435,103392,105,4.55,149.0,46.2,140,12,0,3,11,1,murder
2095,,30,saturday,1,noon,,chattogram,23.0,9,32,rainy,52957,50435,103392,105,4.55,149.0,,140,12,0,3,11,1,murder
2096,11.0,44,friday,1,night,khagrachhari,chattogram,0.0,10,29,winter,52957,50435,103392,105,4.55,149.0,46.2,140,12,0,3,11,1,murder
2097,2.0,8,wednesday,0,morning,khagrachhari,chattogram,0.0,10,25,winter,52957,50435,103392,105,4.55,149.0,46.2,140,12,0,3,11,1,murder
2098,,36,friday,1,night,khulna,khulna,4.5,8,36,rainy,59203,56382,115585,105,4.31,1498.0,54.3,283,8,0,5,17,3,murder
2099,8.0,34,friday,1,night,khulna,khulna,6.1,9,37,rainy,59203,56382,115585,105,4.31,1498.0,54.3,283,8,0,5,17,3,murder
2100,7.0,27,tuesday,0,night,nilphamari,rangpur,25.6,8,35,rainy,142412,141026,283438,101,4.46,867.0,42.2,681,53,0,1,48,8,murder
2101,11.0,46,tuesday,0,night,nilphamari,RANGPUR,0.0,10,27,winter,142412,141026,283438,101,4.46,867.0,42.2,681,53,0,1,48,8,murder
