,incident_month,incident_week,incident_weekday,weekend,part_of_the_day,incident_district,incident_division,precip,visibility,heatindex,season,male_population,female_population,total_population,gender_ration,average_household_size,density_per_kmsq,literacy_rate,religious_institution,playground,park,police_station,school,college,crime
0,7.0,29,wednesday,0,morning,dhaka,dhaka,6.1,10,32,rainy,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
1,1.0,2,wednesday,0,night,dhaka,dhaka,0.0,10,22,winter,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
2,1.0,4,tuesday,0,night,dhaka,dhaka,0.0,10,25,winter,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
3,3.0,9,friday,1,night,dhaka,dhaka,0.0,10,30,hot,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
4,8.0,34,thursday,0,night,dhaka,dhaka,21.9,9,38,rainy,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
5,8.0,34,thursday,0,night,dhaka,dhaka,21.9,9,38,rainy,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
6,2.0,7,sunday,0,night,dhaka,dhaka,0.6,10,23,winter,738764,647146,1385910,114,3.77,4948.0,68.0,1118,78,3,6,42,10,murder
7,1.0,1,saturday,1,evening,dhaka,dhaka,0.0,10,23,winter,738764,647146,1385910,114,3.77,4948.0,68.0,1118,78,3,6,42,10,murder
8,,2,friday,1,evening,dhaka,dhaka,0.0,10,21,winter,738764,647146,1385910,114,3.77,4948.0,68.0,1118,78,3,6,42,10,murder
9,2.0,7,sunday,0,night,dhaka,dhaka,0.6,10,23,winter,738764,647146,1385910,114,3.77,4948.0,68.0,1118,78,3,6,42,10,murder
10,11.0,46,monday,0,morning,dhaka,dhaka,0.0,10,29,winter,738764,647146,1385910,114,3.77,4948.0,68.0,1118,78,3,6,42,10,murder
11,11.0,45,sunday,0,morning,dhaka,DHAKA,0.0,10,30,winter,738764,647146,1385910,114,3.77,4948.0,68.0,1118,78,3,6,42,10,murder
12,2.0,7,sunday,0,night,dhaka,dhaka,0.6,10,23,winter,738764,647146,1385910,114,3.77,4948.0,68.0,1118,78,3,6,42,10,murder
13,2.0,7,saturday,1,morning,dhaka,dhaka,0.0,10,25,winter,738764,647146,1385910,114,3.77,4948.0,68.0,1118,78,3,6,42,10,murder
14,,36,friday,1,night,dhaka,dhaka,7.8,9,37,rainy,738764,647146,1385910,114,3.77,4948.0,68.0,1118,78,3,6,42,10,murder
15,6.0,23,monday,0,night,dhaka,dhaka,2.6,10,37,rainy,738764,647146,1385910,114,3.77,4948.0,68.0,1118,78,3,6,42,10,murder
16,4.0,14,sunday,0,morning,dhaka,dhaka,0.0,10,38,hot,738764,647146,1385910,114,3.77,4948.0,68.0,1118,78,3,6,42,10,murder
17,,7,sunday,0,night,dhaka,dhaka,0.6,10,23,winter,738764,647146,1385910,114,3.77,4948.0,68.0,1118,78,3,6,42,10,murder
18,7.0,31,monday,0,evening,dhaka,dhaka,10.3,9,39,rainy,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
19,5.0,19,tuesday,0,night,dhaka,dhaka,2.3,10,38,hot,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
20,9.0,37,sunday,0,noon,dhaka,dhaka,7.0,9,39,rainy,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
21,8.0,31,thursday,0,night,dhaka,dhaka,2.1,10,35,rainy,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
22,1.0,3,thursday,0,night,dhaka,DHAKA,0.0,10,24,winter,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
23,,31,monday,0,,,dhaka,10.3,9,39,rainy,4931802,3974237,8906039,125,8.42,7.01679869135922e-11,,4289,99,17,60,242,64,murder
24,7.0,29,saturday,1,night,dhaka,dhaka,1.1,10,38,rainy,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
25,4.0,16,sunday,0,afternoon,dhaka,dhaka,12.3,9,37,hot,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
26,3.0,12,monday,0,night,dhaka,dhaka,1.2,10,29,hot,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
27,11.0,44,saturday,1,night,dhaka,dhaka,28.0,8,26,winter,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,-1,242,64,murder
28,1.0,4,monday,0,night,dhaka,dhaka,0.0,10,27,winter,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
29,1.0,1,saturday,1,evening,dhaka,dhaka,0.0,10,23,winter,738764,647146,1385910,114,3.77,4948.0,68.0,1118,78,3,6,42,10,murder
30,1.0,4,tuesday,0,night,dhaka,dhaka,0.0,10,27,winter,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
31,,26,wednesday,0,,,dhaka,0.0,10,39,rainy,4931802,3974237,8906039,125,8.42,30551.0,,4289,99,17,60,242,64,murder
32,3.0,9,sunday,0,night,dhaka,dhaka,0.0,10,31,hot,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
33,8.0,34,friday,1,night,dhaka,dhaka,7.9,10,38,rainy,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
34,10.0,40,sunday,0,night,dhaka,dhaka,4.4,10,35,rainy,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
35,5.0,21,monday,0,night,dhaka,dhaka,35.7,7,36,hot,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
36,11.0,46,tuesday,0,morning,dhaka,DHAKA,0.0,10,30,winter,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
37,,24,saturday,1,noon,dhaka,dhaka,13.9,9,41,rainy,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
38,1.0,3,tuesday,0,night,dhaka,dhaka,0.0,10,25,winter,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
39,8.0,34,thursday,0,night,dhaka,dhaka,27.2,8,38,rainy,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
40,3.0,10,tuesday,0,night,dhaka,dhaka,0.0,10,29,hot,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
41,2.0,5,thursday,0,night,dhaka,dhaka,0.0,10,24,winter,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
42,2.0,5,thursday,0,night,dhaka,dhaka,0.0,10,24,winter,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
43,3.0,11,friday,1,morning,dhaka,dhaka,0.0,10,32,hot,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
44,9.0,35,sunday,0,night,dhaka,dhaka,3.1,9,40,rainy,207078,205340,412418,101,4.29,1342.0,50.8,706,0,2,2,23,1,murder
45,6.0,25,friday,1,morning,dhaka,dhaka,0.8,10,38,rainy,207078,205340,412418,101,4.29,1342.0,50.8,706,0,2,2,23,1,murder
46,7.0,31,monday,0,night,dhaka,dhaka,3.8,10,37,rainy,207078,205340,412418,101,4.29,1342.0,50.8,706,0,2,2,23,1,murder
47,6.0,25,wednesday,0,morning,dhaka,dhaka,0.6,10,42,rainy,207078,205340,412418,101,4.29,1342.0,50.8,706,0,2,2,23,1,murder
48,6.0,25,wednesday,0,morning,dhaka,dhaka,0.6,10,42,rainy,207078,205340,412418,101,4.29,1342.0,50.8,706,0,2,2,23,1,murder
49,2.0,7,wednesday,0,night,dhaka,dhaka,0.0,10,25,winter,207078,205340,412418,101,4.29,1342.0,50.8,706,0,2,2,23,1,murder
50,,19,sunday,0,night,dhaka,dhaka,5.1,9,39,hot,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
51,1.0,4,friday,1,night,dhaka,dhaka,0.0,10,25,winter,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
52,1.0,2,monday,0,night,dhaka,dhaka,0.0,10,26,winter,107041,119398,226439,90,4.56,1402.0,57.5,672,32,0,2,21,2,murder
53,2.0,8,wednesday,0,evening,dhaka,dhaka,3.4,10,28,winter,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
54,7.0,28,friday,1,night,dhaka,dhaka,1.7,10,35,rainy,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
55,6.0,23,saturday,1,morning,dhaka,dhaka,3.5,9,39,rainy,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
56,10.0,44,tuesday,0,night,dhaka,dhaka,0.0,10,29,rainy,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
57,9.0,36,monday,0,evening,dhaka,dhaka,13.9,9,38,rainy,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
58,4.0,14,wednesday,0,night,dhaka,dhaka,6.9,10,36,hot,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
59,10.0,40,sunday,0,night,dhaka,dhaka,0.1,10,33,rainy,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
60,8.0,32,sunday,0,night,dhaka,dhaka,0.4,10,40,rainy,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
61,7.0,30,sunday,0,night,dhaka,dhaka,0.9,10,34,rainy,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
62,6.0,25,friday,1,night,dhaka,dhaka,1.0,10,39,rainy,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
63,1.0,2,monday,0,night,dhaka,dhaka,0.0,10,26,winter,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
64,2.0,6,sunday,0,evening,dhaka,Dhaka,0.0,10,23,winter,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
65,,17,thursday,0,night,dhaka,dhaka,8.2,9,35,hot,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
66,4.0,16,thursday,0,evening,dhaka,dhaka,7.6,9,36,hot,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
67,2.0,7,monday,0,noon,dhaka,dhaka,0.0,10,25,winter,4931802,3974237,8906039,125,8.42,5.951250876460336e-38,74.6,4289,99,17,60,242,64,murder
68,5.0,20,friday,1,night,dhaka,dhaka,10.1,9,40,hot,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
69,6.0,22,thursday,0,morning,dhaka,dhaka,50.4,6,38,rainy,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
70,2.0,7,sunday,0,morning,dhaka,  dhaka ,0.0,10,30,winter,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
71,8.0,34,saturday,1,morning,dhaka,dhaka,19.1,8,32,rainy,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
72,4.0,17,monday,0,evening,dhaka,dhaka,3.1,10,38,hot,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
73,5.0,18,thursday,0,afternoon,dhaka,dhaka,13.8,9,36,hot,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
74,6.0,23,sunday,0,morning,dhaka,dhaka,13.3,9,38,rainy,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
75,12.0,49,friday,1,night,dhaka,dhaka,0.0,10,25,winter,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
76,4.0,18,monday,0,morning,dhaka,dhaka,36.5,8,33,hot,421809,372551,794360,113,4.42,4760.0,58.5,827,8,0,4,34,6,murder
77,6.0,26,friday,1,evening,dhaka,dhaka,8.8,9,35,rainy,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
78,1.0,1,thursday,0,night,dhaka,dhaka,0.0,10,25,winter,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
79,,19,friday,1,morning,dhaka,dhaka,3.7,10,39,hot,4931802,3974237,8906039,125,8.42,3.503668807901191e+40,74.6,4289,99,17,60,242,64,murder
80,,2,monday,0,night,,dhaka,0.0,10,26,winter,4931802,3974237,8906039,125,8.42,30551.0,,4289,99,17,60,242,64,murder
81,5.0,18,wednesday,0,night,dhaka,dhaka,15.8,8,34,hot,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
82,8.0,35,saturday,1,night,dhaka,dhaka,5.5,9,39,rainy,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
83,7.0,29,friday,1,night,dhaka,dhaka,7.1,9,38,rainy,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
84,,19,saturday,1,night,dhaka,dhaka,0.4,10,37,hot,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
85,2.0,7,wednesday,0,morning,dhaka,dhaka,0.0,10,25,winter,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
86,8.0,35,monday,0,morning,dhaka,dhaka,3.7,10,36,rainy,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
87,8.0,35,monday,0,morning,dhaka,dhaka,3.7,10,36,rainy,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
88,,51,friday,1,evening,,dhaka,0.0,10,23,winter,4931802,3974237,8906039,125,8.42,30551.0,,4289,99,17,60,242,64,murder
89,3.0,10,sunday,0,night,dhaka,dhaka,0.0,10,26,hot,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
90,4.0,18,monday,0,morning,dhaka,  dhaka ,36.5,8,33,hot,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
91,,18,friday,1,afternoon,dhaka,dhaka,0.1,10,37,hot,4931802,3974237,8906039,125,8.42,4.267185437847691e-37,74.6,4289,99,17,60,242,64,murder
92,8.0,33,tuesday,0,night,dhaka,dhaka,8.1,10,37,rainy,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
93,,37,sunday,0,noon,dhaka,dhaka,7.0,9,39,rainy,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
94,1.0,2,monday,0,morning,dhaka,dhaka,0.0,10,26,winter,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
95,9.0,37,sunday,0,noon,dhaka,dhaka,7.0,9,39,rainy,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
96,,46,tuesday,0,,,dhaka,0.0,10,30,winter,4931802,3974237,8906039,125,8.42,30551.0,,4289,99,17,60,242,64,murder
97,2.0,5,tuesday,0,night,dhaka,dhaka,0.0,10,25,winter,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
98,8.0,31,thursday,0,noon,dhaka,dhaka,2.1,10,35,rainy,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
99,2.0,8,sunday,0,morning,dhaka,dhaka,0.0,10,30,winter,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
100,7.0,29,wednesday,0,morning,dhaka,dhaka,6.1,10,32,rainy,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
101,9.0,36,wednesday,0,night,dhaka,dhaka,1.2,10,36,rainy,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
102,9.0,37,wednesday,0,night,dhaka,dhaka,1.8,10,36,rainy,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
103,9.0,36,wednesday,0,night,dhaka,dhaka,1.2,10,36,rainy,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
104,8.0,33,monday,0,night,dhaka,Dhaka,4.3,10,36,rainy,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
105,8.0,32,thursday,0,night,dhaka,dhaka,5.0,9,36,rainy,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
106,10.0,43,thursday,0,night,dhaka,dhaka,22.7,8,24,rainy,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
107,1.0,52,sunday,0,night,dhaka,Dhaka,0.0,10,26,winter,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
108,10.0,43,thursday,0,night,dhaka,dhaka,22.7,8,24,rainy,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
109,9.0,37,sunday,0,noon,dhaka,dhaka,7.0,9,39,rainy,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
110,9.0,37,sunday,0,noon,dhaka,dhaka,7.0,9,39,rainy,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
111,9.0,37,sunday,0,noon,dhaka,dhaka,7.0,9,39,rainy,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
112,6.0,25,thursday,0,night,dhaka,dhaka,6.3,10,40,rainy,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
113,3.0,10,thursday,0,noon,dhaka,dhaka,0.0,10,28,hot,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
114,2.0,8,wednesday,0,afternoon,dhaka,dhaKA,2.0,10,28,winter,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
115,2.0,7,friday,1,night,dhaka,dhaka,0.0,10,27,winter,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
116,5.0,19,tuesday,0,evening,dhaka,dhaka,2.3,10,38,hot,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
117,7.0,30,thursday,0,night,dhaka,dhaka,19.1,8,36,rainy,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
118,5.0,18,monday,0,night,dhaka,dhaka,17.2,9,36,hot,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
119,4.0,15,friday,1,morning,dhaka,dhaka,2.6,10,35,hot,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
120,1.0,4,sunday,0,morning,dhaka,dhaka,0.0,10,25,winter,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
121,12.0,52,monday,0,morning,dhaka,dhaka,0.0,10,25,winter,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
122,1.0,2,wednesday,0,morning,dhaka,dhaka,0.0,10,22,winter,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
123,5.0,19,wednesday,0,afternoon,dhaka,dhaka,11.3,9,39,hot,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
124,7.0,29,wednesday,0,night,dhaka,dhaka,5.1,9,34,rainy,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
125,7.0,27,saturday,1,evening,dhaka,dhaka,1.4,10,36,rainy,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
126,9.0,36,saturday,1,night,dhaka,dhaka,1.5,10,35,rainy,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
127,4.0,15,monday,0,noon,dhaka,dhaka,0.5,9,35,hot,738764,647146,1385910,114,3.77,4948.0,68.0,1118,78,3,6,42,10,murder
128,2.0,7,saturday,1,night,dhaka,Dhaka,0.0,10,25,winter,738764,647146,1385910,114,3.77,4948.0,68.0,1118,78,3,6,42,10,murder
129,5.0,20,tuesday,0,night,dhaka,dhaka,5.9,9,36,hot,738764,647146,1385910,114,3.77,4948.0,68.0,1118,78,3,6,42,10,murder
130,9.0,37,sunday,0,night,dhaka,dhaka,9.2,9,36,rainy,738764,647146,1385910,114,3.77,4948.0,68.0,1118,78,3,6,42,10,murder
131,8.0,34,monday,0,evening,dhaka,dhaka,3.1,10,38,rainy,738764,647146,1385910,114,3.77,4948.0,68.0,1118,78,3,6,42,10,murder
132,,6,monday,0,,,dhaka,0.0,10,26,winter,738764,647146,1385910,114,3.77,4948.0,,1118,78,3,6,42,10,murder
133,4.0,15,sunday,0,night,dhaka,dhaka,0.2,10,37,hot,738764,647146,1385910,114,3.77,4948.0,68.0,1118,78,3,6,42,10,murder
134,9.0,38,tuesday,0,night,dhaka,dhaka,0.0,10,41,rainy,738764,647146,1385910,114,3.77,4948.0,68.0,1118,78,3,6,42,10,murder
135,1.0,3,thursday,0,night,dhaka,dhaka,0.0,10,24,winter,738764,647146,1385910,114,3.77,4948.0,68.0,1118,78,3,6,42,10,murder
136,12.0,52,thursday,0,night,dhaka,dhaka,0.0,10,20,winter,738764,647146,1385910,114,3.77,4948.0,68.0,1118,78,3,6,42,10,murder
137,7.0,30,wednesday,0,night,dhaka,dhaka,15.7,9,36,rainy,738764,647146,1385910,114,3.77,4948.0,68.0,1118,78,3,6,42,10,murder
138,2.0,6,thursday,0,night,dhaka,Dhaka,0.0,10,25,winter,738764,647146,1385910,114,3.77,4948.0,68.0,1118,78,3,6,42,10,murder
139,2.0,7,wednesday,0,night,dhaka,dhaka,0.0,10,25,winter,738764,647146,1385910,114,3.77,4948.0,68.0,1118,78,3,6,42,10,murder
140,7.0,30,wednesday,0,night,dhaka,  dhaka ,15.7,9,36,rainy,738764,647146,1385910,114,3.77,4948.0,68.0,1118,78,3,6,42,10,murder
141,3.0,12,thursday,0,night,dhaka,dhaka,0.0,10,31,hot,738764,647146,1385910,114,3.77,4948.0,68.0,1118,78,3,6,42,10,murder
142,8.0,34,tuesday,0,afternoon,dhaka,DhaKA,6.0,10,37,rainy,738764,647146,1385910,114,3.77,4948.0,68.0,1118,78,3,6,42,10,murder
143,1.0,2,sunday,0,night,dhaka,dhaka,0.0,10,20,winter,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
144,4.0,17,monday,0,night,dhaka,Dhaka,22.1,8,35,hot,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
145,9.0,36,friday,1,night,dhaka,Dhaka,6.1,9,37,rainy,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
146,3.0,9,thursday,0,night,dhaka,dhaka,0.0,10,28,hot,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
147,7.0,26,saturday,1,night,dhaka,dhaka,12.7,9,36,rainy,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
148,8.0,35,monday,0,night,dhaka,dhaka,6.2,9,36,rainy,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
149,8.0,35,thursday,0,evening,dhaka,dhaka,5.5,9,37,rainy,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
150,6.0,26,friday,1,night,dhaka,dhaka,16.6,9,36,rainy,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
151,5.0,19,monday,0,night,dhaka,Dhaka,1.1,10,38,hot,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
152,1.0,3,wednesday,0,noon,dhaka,dhaka,0.0,10,23,winter,4931802,3974237,8906039,125,8.42,13929619028.67712,74.6,4289,99,17,60,242,64,murder
153,12.0,52,wednesday,0,morning,dhaka,dhaka,0.0,10,22,winter,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
154,12.0,52,wednesday,0,morning,dhaka,dhaka,0.0,10,22,winter,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
155,5.0,19,sunday,0,night,dhaka,dhaka,5.1,9,39,hot,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
156,,20,tuesday,0,night,,dhaka,17.6,9,38,hot,4931802,3974237,8906039,125,8.42,30551.0,,4289,99,17,60,242,64,murder
157,,52,sunday,0,night,dhaka,dhaka,0.0,10,26,winter,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
158,4.0,16,monday,0,night,dhaka,dhaka,2.1,10,35,hot,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
159,5.0,19,friday,1,night,dhaka,dhaka,2.3,10,40,hot,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
160,7.0,30,wednesday,0,morning,dhaka,dhaka,12.5,9,35,rainy,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
161,2.0,5,thursday,0,night,dhaka,dhaka,0.0,10,24,winter,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
162,3.0,13,sunday,0,night,dhaka,dhaka,10.0,9,33,hot,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
163,1.0,1,friday,1,evening,dhaka,dhaka,0.0,10,24,winter,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
164,1.0,1,friday,1,evening,dhaka,DhAka,0.0,10,24,winter,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
165,6.0,22,sunday,0,night,dhaka,dhaka,11.7,9,38,rainy,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
166,10.0,42,monday,0,night,dhaka,dhaka,0.0,10,34,rainy,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
167,,23,friday,1,morning,dhaka,dhaka,0.4,10,39,rainy,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,murder
168,11.0,44,saturday,1,evening,dhaka,dhaka,17.3,8,26,winter,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,rape
169,2.0,7,saturday,1,morning,dhaka,dhaka,0.0,10,25,winter,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,rape
170,8.0,33,tuesday,0,night,dhaka,dhaka,2.5,10,37,rainy,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,rape
171,10.0,44,monday,0,morning,dhaka,dhaka,1.4,9,29,rainy,4931802,3974237,8906039,125,8.42,30551.0,74.6,4289,99,17,60,242,64,rape
172,5.0,22,thursday,0,morning,dhaka,dhaka,7.3,8,30,hot,738764,647146,1385910,114,3.77,4948.0,68.0,1118,78,3,6,42,10,rape
